type,name,size,i,time,verification
freivalds,freivalds,16,21,0.000135,1
freivalds,freivalds,16,22,0.000134,0
freivalds,freivalds,16,23,0.000134,1
freivalds,freivalds,16,24,0.000133,1
freivalds,freivalds,16,25,0.000134,0
freivalds,freivalds,16,26,0.000134,0
freivalds,freivalds,16,27,0.000134,1
freivalds,freivalds,16,28,0.000134,1
freivalds,freivalds,16,29,0.000134,1
freivalds,freivalds,16,30,0.000133,1
freivalds,freivalds,16,31,0.000133,0
freivalds,freivalds,16,32,0.000134,1
freivalds,freivalds,16,33,0.000133,1
freivalds,freivalds,16,34,0.000134,1
freivalds,freivalds,16,35,0.000133,1
freivalds,freivalds,16,36,0.000133,1
freivalds,freivalds,16,37,0.000243,1
freivalds,freivalds,16,38,0.000134,1
freivalds,freivalds,16,39,0.000171,1
freivalds,freivalds,16,40,0.000172,1
freivalds,freivalds,16,41,0.000135,1
freivalds,freivalds,16,42,0.000135,1
freivalds,freivalds,16,43,0.000134,1
freivalds,freivalds,16,44,0.000134,1
freivalds,freivalds,16,45,0.000151,1
freivalds,freivalds,16,46,0.000133,1
freivalds,freivalds,16,47,0.000134,1
freivalds,freivalds,16,48,0.000134,1
freivalds,freivalds,16,49,0.000133,1
freivalds,freivalds,32,0,0.000461,1
freivalds,freivalds,32,1,0.000468,1
freivalds,freivalds,32,2,0.000461,1
freivalds,freivalds,32,3,0.000458,1
freivalds,freivalds,32,4,0.000500,1
freivalds,freivalds,32,5,0.000459,1
freivalds,freivalds,32,6,0.000458,1
freivalds,freivalds,32,7,0.000458,1
freivalds,freivalds,32,8,0.000461,0
freivalds,freivalds,32,9,0.000460,1
freivalds,freivalds,32,10,0.000457,1
freivalds,freivalds,32,11,0.000460,0
freivalds,freivalds,32,12,0.000466,0
freivalds,freivalds,32,13,0.000458,1
freivalds,freivalds,32,14,0.000458,1
freivalds,freivalds,32,15,0.000459,1
freivalds,freivalds,32,16,0.000460,1
freivalds,freivalds,32,17,0.000461,1
freivalds,freivalds,32,18,0.000459,1
freivalds,freivalds,32,19,0.000459,0
freivalds,freivalds,32,20,0.000458,1
freivalds,freivalds,32,21,0.000460,1
freivalds,freivalds,32,22,0.000459,0
freivalds,freivalds,32,23,0.000461,0
freivalds,freivalds,32,24,0.000459,1
freivalds,freivalds,32,25,0.000459,1
freivalds,freivalds,32,26,0.000461,1
freivalds,freivalds,32,27,0.000482,1
freivalds,freivalds,32,28,0.000460,1
freivalds,freivalds,32,29,0.000461,1
freivalds,freivalds,32,30,0.000459,1
freivalds,freivalds,32,31,0.000461,1
freivalds,freivalds,32,32,0.000460,0
freivalds,freivalds,32,33,0.000458,0
freivalds,freivalds,32,34,0.000468,1
freivalds,freivalds,32,35,0.000459,0
freivalds,freivalds,32,36,0.000456,0
freivalds,freivalds,32,37,0.000458,0
freivalds,freivalds,32,38,0.000461,1
freivalds,freivalds,32,39,0.000458,1
freivalds,freivalds,32,40,0.000461,0
freivalds,freivalds,32,41,0.000457,1
freivalds,freivalds,32,42,0.000484,1
freivalds,freivalds,32,43,0.000457,1
freivalds,freivalds,32,44,0.000536,1
freivalds,freivalds,32,45,0.000503,1
freivalds,freivalds,32,46,0.000456,0
freivalds,freivalds,32,47,0.000465,1
freivalds,freivalds,32,48,0.000459,1
freivalds,freivalds,32,49,0.000494,1
freivalds,freivalds,64,0,0.001706,1
freivalds,freivalds,64,1,0.001713,1
freivalds,freivalds,64,2,0.001835,1
freivalds,freivalds,64,3,0.001747,1
freivalds,freivalds,64,4,0.001730,0
freivalds,freivalds,64,5,0.001743,1
freivalds,freivalds,64,6,0.001696,1
freivalds,freivalds,64,7,0.001736,1
freivalds,freivalds,64,8,0.001750,1
freivalds,freivalds,64,9,0.001729,1
freivalds,freivalds,64,10,0.001710,1
freivalds,freivalds,64,11,0.001703,0
freivalds,freivalds,64,12,0.001714,0
freivalds,freivalds,64,13,0.001789,1
freivalds,freivalds,64,14,0.001708,1
freivalds,freivalds,64,15,0.001713,1
freivalds,freivalds,64,16,0.001698,1
freivalds,freivalds,64,17,0.001709,1
freivalds,freivalds,64,18,0.001718,1
freivalds,freivalds,64,19,0.001691,1
freivalds,freivalds,64,20,0.001713,1
freivalds,freivalds,64,21,0.001698,0
freivalds,freivalds,64,22,0.001715,0
freivalds,freivalds,64,23,0.001712,1
freivalds,freivalds,64,24,0.001713,0
freivalds,freivalds,64,25,0.001696,1
freivalds,freivalds,64,26,0.001711,1
freivalds,freivalds,64,27,0.001705,1
freivalds,freivalds,64,28,0.001719,1
freivalds,freivalds,64,29,0.001705,1
freivalds,freivalds,64,30,0.001704,0
freivalds,freivalds,64,31,0.001698,1
freivalds,freivalds,64,32,0.001715,0
freivalds,freivalds,64,33,0.001706,0
freivalds,freivalds,64,34,0.001708,0
freivalds,freivalds,64,35,0.001711,0
freivalds,freivalds,64,36,0.001709,1
freivalds,freivalds,64,37,0.001713,1
freivalds,freivalds,64,38,0.001716,1
freivalds,freivalds,64,39,0.001706,1
freivalds,freivalds,64,40,0.001704,1
freivalds,freivalds,64,41,0.001709,0
freivalds,freivalds,64,42,0.001703,0
freivalds,freivalds,64,43,0.001707,1
freivalds,freivalds,64,44,0.001710,1
freivalds,freivalds,64,45,0.001711,0
freivalds,freivalds,64,46,0.001708,1
freivalds,freivalds,64,47,0.001706,1
freivalds,freivalds,64,48,0.001713,1
freivalds,freivalds,64,49,0.001707,1
freivalds,freivalds,128,0,0.006592,1
freivalds,freivalds,128,1,0.006545,1
freivalds,freivalds,128,2,0.006592,1
freivalds,freivalds,128,3,0.007236,1
freivalds,freivalds,128,4,0.006857,1
freivalds,freivalds,128,5,0.006595,1
freivalds,freivalds,128,6,0.006580,0
freivalds,freivalds,128,7,0.006721,1
freivalds,freivalds,128,8,0.006532,0
freivalds,freivalds,128,9,0.006538,1
freivalds,freivalds,128,10,0.006586,1
freivalds,freivalds,128,11,0.006581,1
freivalds,freivalds,128,12,0.006803,0
freivalds,freivalds,128,13,0.006766,1
freivalds,freivalds,128,14,0.006629,0
freivalds,freivalds,128,15,0.006592,1
freivalds,freivalds,128,16,0.006827,1
freivalds,freivalds,128,17,0.006591,1
freivalds,freivalds,128,18,0.006568,0
freivalds,freivalds,128,19,0.006571,1
freivalds,freivalds,128,20,0.006532,1
freivalds,freivalds,128,21,0.006564,1
freivalds,freivalds,128,22,0.006994,1
freivalds,freivalds,128,23,0.007265,1
freivalds,freivalds,128,24,0.007015,0
freivalds,freivalds,128,25,0.006817,1
freivalds,freivalds,128,26,0.007289,1
freivalds,freivalds,128,27,0.006656,0
freivalds,freivalds,128,28,0.007190,1
freivalds,freivalds,128,29,0.006727,0
freivalds,freivalds,128,30,0.006984,1
freivalds,freivalds,128,31,0.006991,1
freivalds,freivalds,128,32,0.006671,1
freivalds,freivalds,128,33,0.006992,1
freivalds,freivalds,128,34,0.006706,0
freivalds,freivalds,128,35,0.006904,1
freivalds,freivalds,128,36,0.007091,1
freivalds,freivalds,128,37,0.006724,1
freivalds,freivalds,128,38,0.007176,1
freivalds,freivalds,128,39,0.006843,0
freivalds,freivalds,128,40,0.008117,1
freivalds,freivalds,128,41,0.007116,1
freivalds,freivalds,128,42,0.007074,1
freivalds,freivalds,128,43,0.006757,0
freivalds,freivalds,128,44,0.006947,1
freivalds,freivalds,128,45,0.006982,1
freivalds,freivalds,128,46,0.006780,1
freivalds,freivalds,128,47,0.006982,1
freivalds,freivalds,128,48,0.006794,0
freivalds,freivalds,128,49,0.006763,1
freivalds,amplified-freivalds,2,0,0.000482,1
freivalds,amplified-freivalds,2,1,0.000493,1
freivalds,amplified-freivalds,2,2,0.000383,1
freivalds,amplified-freivalds,2,3,0.000411,1
freivalds,amplified-freivalds,2,4,0.000017,1
freivalds,amplified-freivalds,2,5,0.000010,1
freivalds,amplified-freivalds,2,6,0.000374,1
freivalds,amplified-freivalds,2,7,0.000010,1
freivalds,amplified-freivalds,2,8,0.000375,1
freivalds,amplified-freivalds,2,9,0.000010,1
freivalds,amplified-freivalds,2,10,0.000024,1
freivalds,amplified-freivalds,2,11,0.000031,1
freivalds,amplified-freivalds,2,12,0.000375,1
freivalds,amplified-freivalds,2,13,0.000026,1
freivalds,amplified-freivalds,2,14,0.000433,1
freivalds,amplified-freivalds,2,15,0.000389,1
freivalds,amplified-freivalds,2,16,0.000020,1
freivalds,amplified-freivalds,2,17,0.000010,1
freivalds,amplified-freivalds,2,18,0.000375,1
freivalds,amplified-freivalds,2,19,0.000039,1
freivalds,amplified-freivalds,2,20,0.000374,1
freivalds,amplified-freivalds,2,21,0.000375,1
freivalds,amplified-freivalds,2,22,0.000031,1
freivalds,amplified-freivalds,2,23,0.000374,1
freivalds,amplified-freivalds,2,24,0.000374,1
freivalds,amplified-freivalds,2,25,0.000010,1
freivalds,amplified-freivalds,2,26,0.000009,1
freivalds,amplified-freivalds,2,27,0.000024,1
freivalds,amplified-freivalds,2,28,0.000010,1
freivalds,amplified-freivalds,2,29,0.000009,1
freivalds,amplified-freivalds,2,30,0.000379,1
freivalds,amplified-freivalds,2,31,0.000364,1
freivalds,amplified-freivalds,2,32,0.000050,1
freivalds,amplified-freivalds,2,33,0.000017,1
freivalds,amplified-freivalds,2,34,0.000366,1
freivalds,amplified-freivalds,2,35,0.000016,1
freivalds,amplified-freivalds,2,36,0.000016,1
freivalds,amplified-freivalds,2,37,0.000364,1
freivalds,amplified-freivalds,2,38,0.000009,1
freivalds,amplified-freivalds,2,39,0.000364,1
freivalds,amplified-freivalds,2,40,0.000365,1
freivalds,amplified-freivalds,2,41,0.000016,1
freivalds,amplified-freivalds,2,42,0.000016,1
freivalds,amplified-freivalds,2,43,0.000009,1
freivalds,amplified-freivalds,2,44,0.000016,1
freivalds,amplified-freivalds,2,45,0.000364,1
freivalds,amplified-freivalds,2,46,0.000365,1
freivalds,amplified-freivalds,2,47,0.000365,1
freivalds,amplified-freivalds,2,48,0.000016,1
freivalds,amplified-freivalds,2,49,0.000364,1
freivalds,amplified-freivalds,4,0,0.000849,1
freivalds,amplified-freivalds,4,1,0.000792,1
freivalds,amplified-freivalds,4,2,0.000883,1
freivalds,amplified-freivalds,4,3,0.000813,1
freivalds,amplified-freivalds,4,4,0.000100,1
freivalds,amplified-freivalds,4,5,0.000018,1
freivalds,amplified-freivalds,4,6,0.000812,1
freivalds,amplified-freivalds,4,7,0.000839,1
freivalds,amplified-freivalds,4,8,0.000862,1
freivalds,amplified-freivalds,4,9,0.000955,1
freivalds,amplified-freivalds,4,10,0.000899,1
freivalds,amplified-freivalds,4,11,0.000019,1
freivalds,amplified-freivalds,4,12,0.000019,1
freivalds,amplified-freivalds,4,13,0.000018,1
freivalds,amplified-freivalds,4,14,0.000035,1
freivalds,amplified-freivalds,4,15,0.000845,1
freivalds,amplified-freivalds,4,16,0.000837,1
freivalds,amplified-freivalds,4,17,0.000839,1
freivalds,amplified-freivalds,4,18,0.000019,1
freivalds,amplified-freivalds,4,19,0.000839,1
freivalds,amplified-freivalds,4,20,0.000018,1
freivalds,amplified-freivalds,4,21,0.000018,1
freivalds,amplified-freivalds,4,22,0.000852,1
freivalds,amplified-freivalds,4,23,0.000018,1
freivalds,amplified-freivalds,4,24,0.000799,1
freivalds,amplified-freivalds,4,25,0.000796,1
freivalds,amplified-freivalds,4,26,0.000797,1
freivalds,amplified-freivalds,4,27,0.000795,1
freivalds,amplified-freivalds,4,28,0.000034,1
freivalds,amplified-freivalds,4,29,0.000019,1
freivalds,amplified-freivalds,4,30,0.000835,1
freivalds,amplified-freivalds,4,31,0.000795,1
freivalds,amplified-freivalds,4,32,0.000796,1
freivalds,amplified-freivalds,4,33,0.000017,1
freivalds,amplified-freivalds,4,34,0.000796,1
freivalds,amplified-freivalds,4,35,0.000828,1
freivalds,amplified-freivalds,4,36,0.000083,1
freivalds,amplified-freivalds,4,37,0.000809,1
freivalds,amplified-freivalds,4,38,0.000018,1
freivalds,amplified-freivalds,4,39,0.000798,1
freivalds,amplified-freivalds,4,40,0.001021,1
freivalds,amplified-freivalds,4,41,0.000019,1
freivalds,amplified-freivalds,4,42,0.000050,1
freivalds,amplified-freivalds,4,43,0.000938,1
freivalds,amplified-freivalds,4,44,0.000815,1
freivalds,amplified-freivalds,4,45,0.000828,1
freivalds,amplified-freivalds,4,46,0.000818,1
freivalds,amplified-freivalds,4,47,0.000067,1
freivalds,amplified-freivalds,4,48,0.000051,1
freivalds,amplified-freivalds,4,49,0.000018,1
freivalds,amplified-freivalds,8,0,0.000184,1
freivalds,amplified-freivalds,8,1,0.002366,1
freivalds,amplified-freivalds,8,2,0.000045,1
freivalds,amplified-freivalds,8,3,0.000088,1
freivalds,amplified-freivalds,8,4,0.000045,1
freivalds,amplified-freivalds,8,5,0.000045,1
freivalds,amplified-freivalds,8,6,0.000045,1
freivalds,amplified-freivalds,8,7,0.000044,1
freivalds,amplified-freivalds,8,8,0.000087,1
freivalds,amplified-freivalds,8,9,0.002180,1
freivalds,amplified-freivalds,8,10,0.000045,1
freivalds,amplified-freivalds,8,11,0.000044,1
freivalds,amplified-freivalds,8,12,0.002106,1
freivalds,amplified-freivalds,8,13,0.002159,1
freivalds,amplified-freivalds,8,14,0.002355,1
freivalds,amplified-freivalds,8,15,0.002540,1
freivalds,amplified-freivalds,8,16,0.002171,1
freivalds,amplified-freivalds,8,17,0.002158,1
freivalds,amplified-freivalds,8,18,0.002154,1
freivalds,amplified-freivalds,8,19,0.002116,1
freivalds,amplified-freivalds,8,20,0.000044,1
freivalds,amplified-freivalds,8,21,0.000043,1
freivalds,amplified-freivalds,8,22,0.002111,1
freivalds,amplified-freivalds,8,23,0.000087,1
freivalds,amplified-freivalds,8,24,0.000044,1
freivalds,amplified-freivalds,8,25,0.000044,1
freivalds,amplified-freivalds,8,26,0.002263,1
freivalds,amplified-freivalds,8,27,0.002219,1
freivalds,amplified-freivalds,8,28,0.000089,1
freivalds,amplified-freivalds,8,29,0.002191,1
freivalds,amplified-freivalds,8,30,0.000129,1
freivalds,amplified-freivalds,8,31,0.002111,1
freivalds,amplified-freivalds,8,32,0.002408,1
freivalds,amplified-freivalds,8,33,0.002283,1
freivalds,amplified-freivalds,8,34,0.000091,1
freivalds,amplified-freivalds,8,35,0.002245,1
freivalds,amplified-freivalds,8,36,0.000059,1
freivalds,amplified-freivalds,8,37,0.000043,1
freivalds,amplified-freivalds,8,38,0.000045,1
freivalds,amplified-freivalds,8,39,0.002295,1
freivalds,amplified-freivalds,8,40,0.002304,1
freivalds,amplified-freivalds,8,41,0.000046,1
freivalds,amplified-freivalds,8,42,0.002169,1
freivalds,amplified-freivalds,8,43,0.002201,1
freivalds,amplified-freivalds,8,44,0.000044,1
freivalds,amplified-freivalds,8,45,0.000086,1
freivalds,amplified-freivalds,8,46,0.000043,1
freivalds,amplified-freivalds,8,47,0.000044,1
freivalds,amplified-freivalds,8,48,0.002161,1
freivalds,amplified-freivalds,8,49,0.002120,1
freivalds,amplified-freivalds,16,0,0.007050,1
freivalds,amplified-freivalds,16,1,0.006758,1
freivalds,amplified-freivalds,16,2,0.007211,1
freivalds,amplified-freivalds,16,3,0.000139,1
freivalds,amplified-freivalds,16,4,0.000140,1
freivalds,amplified-freivalds,16,5,0.006883,1
freivalds,amplified-freivalds,16,6,0.007108,1
freivalds,amplified-freivalds,16,7,0.006780,1
freivalds,amplified-freivalds,16,8,0.007024,1
freivalds,amplified-freivalds,16,9,0.006832,1
freivalds,amplified-freivalds,16,10,0.000136,1
freivalds,amplified-freivalds,16,11,0.000268,1
freivalds,amplified-freivalds,16,12,0.000266,1
freivalds,amplified-freivalds,16,13,0.000733,1
