type,name,size,i,time,verification
sorting,nativo,8,2,0.000002,1
sorting,nativo,8,3,0.000002,1
sorting,nativo,8,4,0.000002,1
sorting,nativo,8,5,0.000001,1
sorting,nativo,8,6,0.000001,1
sorting,nativo,8,7,0.000002,1
sorting,nativo,8,8,0.000001,1
sorting,nativo,8,9,0.000002,1
sorting,nativo,8,10,0.000001,1
sorting,nativo,8,11,0.000012,1
sorting,nativo,16,0,0.000005,1
sorting,nativo,16,1,0.000005,1
sorting,nativo,16,2,0.000004,1
sorting,nativo,16,3,0.000002,1
sorting,nativo,16,4,0.000002,1
sorting,nativo,16,5,0.000002,1
sorting,nativo,16,6,0.000002,1
sorting,nativo,16,7,0.000002,1
sorting,nativo,16,8,0.000001,1
sorting,nativo,16,9,0.000002,1
sorting,nativo,16,10,0.000002,1
sorting,nativo,16,11,0.000002,1
sorting,nativo,32,0,0.000007,1
sorting,nativo,32,1,0.000006,1
sorting,nativo,32,2,0.000006,1
sorting,nativo,32,3,0.000002,1
sorting,nativo,32,4,0.000003,1
sorting,nativo,32,5,0.000002,1
sorting,nativo,32,6,0.000003,1
sorting,nativo,32,7,0.000002,1
sorting,nativo,32,8,0.000002,1
sorting,nativo,32,9,0.000002,1
sorting,nativo,32,10,0.000003,1
sorting,nativo,32,11,0.000002,1
sorting,nativo,64,0,0.000017,1
sorting,nativo,64,1,0.000014,1
sorting,nativo,64,2,0.000015,1
sorting,nativo,64,3,0.000012,1
sorting,nativo,64,4,0.000012,1
sorting,nativo,64,5,0.000011,1
sorting,nativo,64,6,0.000003,1
sorting,nativo,64,7,0.000003,1
sorting,nativo,64,8,0.000003,1
sorting,nativo,64,9,0.000003,1
sorting,nativo,64,10,0.000003,1
sorting,nativo,64,11,0.000003,1
sorting,nativo,128,0,0.000034,1
sorting,nativo,128,1,0.000032,1
sorting,nativo,128,2,0.000032,1
sorting,nativo,128,3,0.000027,1
sorting,nativo,128,4,0.000026,1
sorting,nativo,128,5,0.000026,1
sorting,nativo,128,6,0.000005,1
sorting,nativo,128,7,0.000004,1
sorting,nativo,128,8,0.000004,1
sorting,nativo,128,9,0.000005,1
sorting,nativo,128,10,0.000004,1
sorting,nativo,128,11,0.000004,1
sorting,nativo,256,0,0.000076,1
sorting,nativo,256,1,0.000075,1
sorting,nativo,256,2,0.000074,1
sorting,nativo,256,3,0.000060,1
sorting,nativo,256,4,0.000060,1
sorting,nativo,256,5,0.000059,1
sorting,nativo,256,6,0.000007,1
sorting,nativo,256,7,0.000007,1
sorting,nativo,256,8,0.000007,1
sorting,nativo,256,9,0.000007,1
sorting,nativo,256,10,0.000007,1
sorting,nativo,256,11,0.000007,1
sorting,nativo,512,0,0.000166,1
sorting,nativo,512,1,0.000164,1
sorting,nativo,512,2,0.000163,1
sorting,nativo,512,3,0.000136,1
sorting,nativo,512,4,0.000145,1
sorting,nativo,512,5,0.000139,1
sorting,nativo,512,6,0.000074,1
sorting,nativo,512,7,0.000070,1
sorting,nativo,512,8,0.000070,1
sorting,nativo,512,9,0.000012,1
sorting,nativo,512,10,0.000012,1
sorting,nativo,512,11,0.000012,1
sorting,nativo,1024,0,0.000389,1
sorting,nativo,1024,1,0.000374,1
sorting,nativo,1024,2,0.000378,1
sorting,nativo,1024,3,0.000297,1
sorting,nativo,1024,4,0.000292,1
sorting,nativo,1024,5,0.000292,1
sorting,nativo,1024,6,0.000198,1
sorting,nativo,1024,7,0.000196,1
sorting,nativo,1024,8,0.000194,1
sorting,nativo,1024,9,0.000021,1
sorting,nativo,1024,10,0.000021,1
sorting,nativo,1024,11,0.000021,1
sorting,nativo,2048,0,0.000791,1
sorting,nativo,2048,1,0.000801,1
sorting,nativo,2048,2,0.000786,1
sorting,nativo,2048,3,0.000661,1
sorting,nativo,2048,4,0.000647,1
sorting,nativo,2048,5,0.000632,1
sorting,nativo,2048,6,0.000407,1
sorting,nativo,2048,7,0.000434,1
sorting,nativo,2048,8,0.000405,1
sorting,nativo,2048,9,0.000036,1
sorting,nativo,2048,10,0.000036,1
sorting,nativo,2048,11,0.000036,1
sorting,nativo,4096,0,0.001698,1
sorting,nativo,4096,1,0.001598,1
sorting,nativo,4096,2,0.001709,1
sorting,nativo,4096,3,0.001268,1
sorting,nativo,4096,4,0.001260,1
sorting,nativo,4096,5,0.001278,1
sorting,nativo,4096,6,0.000847,1
sorting,nativo,4096,7,0.000837,1
sorting,nativo,4096,8,0.000842,1
sorting,nativo,4096,9,0.000418,1
sorting,nativo,4096,10,0.000400,1
sorting,nativo,4096,11,0.000398,1
sorting,nativo,8192,0,0.003148,1
sorting,nativo,8192,1,0.003018,1
sorting,nativo,8192,2,0.002933,1
sorting,nativo,8192,3,0.002330,1
sorting,nativo,8192,4,0.002369,1
sorting,nativo,8192,5,0.002384,1
sorting,nativo,8192,6,0.001546,1
sorting,nativo,8192,7,0.001489,1
sorting,nativo,8192,8,0.001486,1
sorting,nativo,8192,9,0.000847,1
sorting,nativo,8192,10,0.000998,1
sorting,nativo,8192,11,0.000821,1
sorting,nativo,16384,0,0.005430,1
sorting,nativo,16384,1,0.005369,1
sorting,nativo,16384,2,0.005466,1
sorting,nativo,16384,3,0.004515,1
sorting,nativo,16384,4,0.004529,1
sorting,nativo,16384,5,0.004500,1
sorting,nativo,16384,6,0.003199,1
sorting,nativo,16384,7,0.003193,1
sorting,nativo,16384,8,0.003194,1
sorting,nativo,16384,9,0.002128,1
sorting,nativo,16384,10,0.001963,1
sorting,nativo,16384,11,0.001972,1
sorting,nativo,32768,0,0.011836,1
sorting,nativo,32768,1,0.011889,1
sorting,nativo,32768,2,0.012183,1
sorting,nativo,32768,3,0.010284,1
sorting,nativo,32768,4,0.010114,1
sorting,nativo,32768,5,0.010129,1
sorting,nativo,32768,6,0.007333,1
sorting,nativo,32768,7,0.007350,1
sorting,nativo,32768,8,0.007446,1
sorting,nativo,32768,9,0.004684,1
sorting,nativo,32768,10,0.004668,1
sorting,nativo,32768,11,0.004737,1
sorting,insertion,1,0,0.000003,1
sorting,insertion,1,1,0.000002,1
sorting,insertion,1,2,0.000001,1
sorting,insertion,1,3,0.000001,1
sorting,insertion,1,4,0.000001,1
sorting,insertion,1,5,0.000001,1
sorting,insertion,1,6,0.000001,1
sorting,insertion,1,7,0.000001,1
sorting,insertion,1,8,0.000002,1
sorting,insertion,1,9,0.000001,1
sorting,insertion,1,10,0.000001,1
sorting,insertion,1,11,0.000001,1
sorting,insertion,2,0,0.000002,1
sorting,insertion,2,1,0.000002,1
sorting,insertion,2,2,0.000002,1
sorting,insertion,2,3,0.000001,1
sorting,insertion,2,4,0.000001,1
sorting,insertion,2,5,0.000001,1
sorting,insertion,2,6,0.000001,1
sorting,insertion,2,7,0.000002,1
sorting,insertion,2,8,0.000002,1
sorting,insertion,2,9,0.000001,1
sorting,insertion,2,10,0.000001,1
sorting,insertion,2,11,0.000001,1
sorting,insertion,4,0,0.000003,1
sorting,insertion,4,1,0.000002,1
sorting,insertion,4,2,0.000001,1
sorting,insertion,4,3,0.000002,1
sorting,insertion,4,4,0.000002,1
sorting,insertion,4,5,0.000001,1
sorting,insertion,4,6,0.000002,1
sorting,insertion,4,7,0.000001,1
sorting,insertion,4,8,0.000001,1
sorting,insertion,4,9,0.000002,1
sorting,insertion,4,10,0.000002,1
sorting,insertion,4,11,0.000001,1
sorting,insertion,8,0,0.000004,1
sorting,insertion,8,1,0.000003,1
sorting,insertion,8,2,0.000005,1
sorting,insertion,8,3,0.000002,1
sorting,insertion,8,4,0.000002,1
sorting,insertion,8,5,0.000002,1
sorting,insertion,8,6,0.000003,1
sorting,insertion,8,7,0.000002,1
sorting,insertion,8,8,0.000002,1
sorting,insertion,8,9,0.000002,1
sorting,insertion,8,10,0.000003,1
sorting,insertion,8,11,0.000003,1
sorting,insertion,16,0,0.000011,1
sorting,insertion,16,1,0.000012,1
sorting,insertion,16,2,0.000010,1
sorting,insertion,16,3,0.000003,1
sorting,insertion,16,4,0.000003,1
sorting,insertion,16,5,0.000004,1
sorting,insertion,16,6,0.000003,1
sorting,insertion,16,7,0.000004,1
sorting,insertion,16,8,0.000003,1
sorting,insertion,16,9,0.000003,1
sorting,insertion,16,10,0.000004,1
sorting,insertion,16,11,0.000003,1
sorting,insertion,32,0,0.000036,1
sorting,insertion,32,1,0.000033,1
sorting,insertion,32,2,0.000040,1
sorting,insertion,32,3,0.000006,1
sorting,insertion,32,4,0.000006,1
sorting,insertion,32,5,0.000005,1
sorting,insertion,32,6,0.000005,1
sorting,insertion,32,7,0.000006,1
sorting,insertion,32,8,0.000006,1
sorting,insertion,32,9,0.000005,1
sorting,insertion,32,10,0.000006,1
sorting,insertion,32,11,0.000006,1
sorting,insertion,64,0,0.000118,1
sorting,insertion,64,1,0.000122,1
sorting,insertion,64,2,0.000129,1
sorting,insertion,64,3,0.000084,1
sorting,insertion,64,4,0.000086,1
sorting,insertion,64,5,0.000097,1
sorting,insertion,64,6,0.000019,1
sorting,insertion,64,7,0.000019,1
sorting,insertion,64,8,0.000010,1
sorting,insertion,64,9,0.000010,1
sorting,insertion,64,10,0.000010,1
sorting,insertion,64,11,0.000010,1
sorting,insertion,128,0,0.000513,1
sorting,insertion,128,1,0.000460,1
sorting,insertion,128,2,0.000474,1
sorting,insertion,128,3,0.000434,1
sorting,insertion,128,4,0.000470,1
sorting,insertion,128,5,0.000407,1
sorting,insertion,128,6,0.000019,1
sorting,insertion,128,7,0.000019,1
sorting,insertion,128,8,0.000019,1
sorting,insertion,128,9,0.000019,1
sorting,insertion,128,10,0.000019,1
sorting,insertion,128,11,0.000019,1
sorting,insertion,256,0,0.001946,1
sorting,insertion,256,1,0.001885,1
sorting,insertion,256,2,0.001900,1
sorting,insertion,256,3,0.001685,1
sorting,insertion,256,4,0.001918,1
sorting,insertion,256,5,0.001813,1
sorting,insertion,256,6,0.000036,1
sorting,insertion,256,7,0.000051,1
sorting,insertion,256,8,0.000035,1
sorting,insertion,256,9,0.000035,1
sorting,insertion,256,10,0.000037,1
sorting,insertion,256,11,0.000036,1
sorting,insertion,512,0,0.007707,1
sorting,insertion,512,1,0.007526,1
sorting,insertion,512,2,0.007470,1
sorting,insertion,512,3,0.007431,1
sorting,insertion,512,4,0.006694,1
sorting,insertion,512,5,0.007067,1
sorting,insertion,512,6,0.003739,1
sorting,insertion,512,7,0.003596,1
sorting,insertion,512,8,0.003600,1
sorting,insertion,512,9,0.000071,1
sorting,insertion,512,10,0.000071,1
sorting,insertion,512,11,0.000070,1
sorting,insertion,1024,0,0.030201,1
sorting,insertion,1024,1,0.030294,1
sorting,insertion,1024,2,0.030463,1
sorting,insertion,1024,3,0.030637,1
sorting,insertion,1024,4,0.029884,1
sorting,insertion,1024,5,0.028300,1
sorting,insertion,1024,6,0.024670,1
sorting,insertion,1024,7,0.023538,1
sorting,insertion,1024,8,0.023815,1
sorting,insertion,1024,9,0.000143,1
sorting,insertion,1024,10,0.000243,1
sorting,insertion,1024,11,0.000144,1
sorting,insertion,2048,0,0.119220,1
sorting,insertion,2048,1,0.117398,1
sorting,insertion,2048,2,0.116979,1
sorting,insertion,2048,3,0.117051,1
sorting,insertion,2048,4,0.116625,1
sorting,insertion,2048,5,0.117787,1
sorting,insertion,2048,6,0.103985,1
sorting,insertion,2048,7,0.105438,1
sorting,insertion,2048,8,0.108576,1
sorting,insertion,2048,9,0.000286,1
sorting,insertion,2048,10,0.000284,1
sorting,insertion,2048,11,0.000283,1
sorting,insertion,4096,0,0.466126,1
sorting,insertion,4096,1,0.468847,1
sorting,insertion,4096,2,0.473394,1
sorting,insertion,4096,3,0.471654,1
sorting,insertion,4096,4,0.475231,1
sorting,insertion,4096,5,0.469133,1
sorting,insertion,4096,6,0.451683,1
sorting,insertion,4096,7,0.441213,1
sorting,insertion,4096,8,0.440489,1
sorting,insertion,4096,9,0.306590,1
sorting,insertion,4096,10,0.254118,1
sorting,insertion,4096,11,0.245085,1
sorting,insertion,8192,0,1.897338,1
sorting,insertion,8192,1,1.910615,1
sorting,insertion,8192,2,1.980410,1
sorting,insertion,8192,3,1.886986,1
sorting,insertion,8192,4,1.888312,1
sorting,insertion,8192,5,1.933406,1
sorting,insertion,8192,6,1.880368,1
sorting,insertion,8192,7,1.830587,1
sorting,insertion,8192,8,1.887859,1
sorting,insertion,8192,9,1.425846,1
sorting,insertion,8192,10,1.429603,1
sorting,insertion,8192,11,1.433927,1
sorting,insertion,16384,0,7.642261,1
sorting,insertion,16384,1,7.636131,1
sorting,insertion,16384,2,7.601295,1
sorting,insertion,16384,3,7.566274,1
sorting,insertion,16384,4,7.574455,1
sorting,insertion,16384,5,7.645992,1
sorting,insertion,16384,6,8.390750,1
sorting,insertion,16384,7,7.675400,1
sorting,insertion,16384,8,7.646929,1
sorting,insertion,16384,9,6.835677,1
sorting,insertion,16384,10,6.753571,1
sorting,insertion,16384,11,6.741967,1
sorting,mergesort,1,0,0.000007,1
sorting,mergesort,1,1,0.000001,1
sorting,mergesort,1,2,0.000001,1
sorting,mergesort,1,3,0.000001,1
sorting,mergesort,1,4,0.000000,1
sorting,mergesort,1,5,0.000001,1
sorting,mergesort,1,6,0.000001,1
sorting,mergesort,1,7,0.000001,1
sorting,mergesort,1,8,0.000001,1
sorting,mergesort,1,9,0.000001,1
sorting,mergesort,1,10,0.000001,1
sorting,mergesort,1,11,0.000001,1
sorting,mergesort,2,0,0.000004,1
sorting,mergesort,2,1,0.000004,1
sorting,mergesort,2,2,0.000005,1
sorting,mergesort,2,3,0.000002,1
sorting,mergesort,2,4,0.000004,1
sorting,mergesort,2,5,0.000004,1
sorting,mergesort,2,6,0.000002,1
sorting,mergesort,2,7,0.000004,1
sorting,mergesort,2,8,0.000004,1
sorting,mergesort,2,9,0.000002,1
sorting,mergesort,2,10,0.000003,1
sorting,mergesort,2,11,0.000004,1
sorting,mergesort,4,0,0.000006,1
sorting,mergesort,4,1,0.000006,1
sorting,mergesort,4,2,0.000006,1
sorting,mergesort,4,3,0.000005,1
sorting,mergesort,4,4,0.000006,1
sorting,mergesort,4,5,0.000006,1
sorting,mergesort,4,6,0.000005,1
sorting,mergesort,4,7,0.000006,1
sorting,mergesort,4,8,0.000005,1
sorting,mergesort,4,9,0.000005,1
sorting,mergesort,4,10,0.000006,1
sorting,mergesort,4,11,0.000006,1
sorting,mergesort,8,0,0.000012,1
sorting,mergesort,8,1,0.000012,1
sorting,mergesort,8,2,0.000011,1
sorting,mergesort,8,3,0.000011,1
sorting,mergesort,8,4,0.000011,1
sorting,mergesort,8,5,0.000011,1
sorting,mergesort,8,6,0.000011,1
sorting,mergesort,8,7,0.000011,1
sorting,mergesort,8,8,0.000010,1
sorting,mergesort,8,9,0.000011,1
sorting,mergesort,8,10,0.000011,1
sorting,mergesort,8,11,0.000011,1
sorting,mergesort,16,0,0.000026,1
sorting,mergesort,16,1,0.000026,1
sorting,mergesort,16,2,0.000026,1
sorting,mergesort,16,3,0.000024,1
sorting,mergesort,16,4,0.000024,1
sorting,mergesort,16,5,0.000025,1
sorting,mergesort,16,6,0.000024,1
sorting,mergesort,16,7,0.000024,1
sorting,mergesort,16,8,0.000025,1
sorting,mergesort,16,9,0.000024,1
sorting,mergesort,16,10,0.000024,1
sorting,mergesort,16,11,0.000024,1
sorting,mergesort,32,0,0.000059,1
sorting,mergesort,32,1,0.000059,1
sorting,mergesort,32,2,0.000059,1
sorting,mergesort,32,3,0.000054,1
sorting,mergesort,32,4,0.000054,1
sorting,mergesort,32,5,0.000054,1
sorting,mergesort,32,6,0.000054,1
sorting,mergesort,32,7,0.000054,1
sorting,mergesort,32,8,0.000054,1
sorting,mergesort,32,9,0.000054,1
sorting,mergesort,32,10,0.000054,1
sorting,mergesort,32,11,0.000053,1
sorting,mergesort,64,0,0.000135,1
sorting,mergesort,64,1,0.000134,1
sorting,mergesort,64,2,0.000135,1
sorting,mergesort,64,3,0.000129,1
sorting,mergesort,64,4,0.000129,1
sorting,mergesort,64,5,0.000128,1
sorting,mergesort,64,6,0.000118,1
sorting,mergesort,64,7,0.000118,1
sorting,mergesort,64,8,0.000118,1
sorting,mergesort,64,9,0.000121,1
sorting,mergesort,64,10,0.000118,1
sorting,mergesort,64,11,0.000118,1
sorting,mergesort,128,0,0.000296,1
sorting,mergesort,128,1,0.000287,1
sorting,mergesort,128,2,0.000289,1
sorting,mergesort,128,3,0.000282,1
sorting,mergesort,128,4,0.000282,1
sorting,mergesort,128,5,0.000282,1
sorting,mergesort,128,6,0.000251,1
sorting,mergesort,128,7,0.000251,1
sorting,mergesort,128,8,0.000250,1
sorting,mergesort,128,9,0.000253,1
sorting,mergesort,128,10,0.000250,1
sorting,mergesort,128,11,0.000249,1
sorting,mergesort,256,0,0.000637,1
sorting,mergesort,256,1,0.000637,1
sorting,mergesort,256,2,0.000670,1
sorting,mergesort,256,3,0.000678,1
sorting,mergesort,256,4,0.000625,1
sorting,mergesort,256,5,0.000645,1
sorting,mergesort,256,6,0.000558,1
sorting,mergesort,256,7,0.000557,1
sorting,mergesort,256,8,0.000556,1
sorting,mergesort,256,9,0.000560,1
sorting,mergesort,256,10,0.000558,1
sorting,mergesort,256,11,0.000542,1
sorting,mergesort,512,0,0.001393,1
sorting,mergesort,512,1,0.001401,1
sorting,mergesort,512,2,0.001400,1
sorting,mergesort,512,3,0.001388,1
sorting,mergesort,512,4,0.001403,1
sorting,mergesort,512,5,0.001499,1
sorting,mergesort,512,6,0.001323,1
sorting,mergesort,512,7,0.001318,1
sorting,mergesort,512,8,0.001360,1
sorting,mergesort,512,9,0.001202,1
sorting,mergesort,512,10,0.001207,1
sorting,mergesort,512,11,0.001186,1
sorting,mergesort,1024,0,0.003091,1
sorting,mergesort,1024,1,0.003070,1
sorting,mergesort,1024,2,0.003075,1
sorting,mergesort,1024,3,0.003025,1
sorting,mergesort,1024,4,0.003022,1
sorting,mergesort,1024,5,0.003347,1
sorting,mergesort,1024,6,0.003026,1
sorting,mergesort,1024,7,0.002941,1
sorting,mergesort,1024,8,0.002898,1
sorting,mergesort,1024,9,0.002531,1
sorting,mergesort,1024,10,0.002565,1
sorting,mergesort,1024,11,0.002527,1
sorting,mergesort,2048,0,0.006652,1
sorting,mergesort,2048,1,0.007518,1
sorting,mergesort,2048,2,0.006677,1
sorting,mergesort,2048,3,0.006572,1
sorting,mergesort,2048,4,0.006506,1
sorting,mergesort,2048,5,0.007121,1
sorting,mergesort,2048,6,0.006395,1
sorting,mergesort,2048,7,0.006406,1
sorting,mergesort,2048,8,0.006361,1
sorting,mergesort,2048,9,0.005842,1
sorting,mergesort,2048,10,0.005483,1
sorting,mergesort,2048,11,0.005394,1
sorting,mergesort,4096,0,0.014452,1
sorting,mergesort,4096,1,0.014533,1
sorting,mergesort,4096,2,0.014986,1
sorting,mergesort,4096,3,0.014159,1
sorting,mergesort,4096,4,0.014667,1
sorting,mergesort,4096,5,0.014155,1
sorting,mergesort,4096,6,0.014370,1
sorting,mergesort,4096,7,0.013937,1
sorting,mergesort,4096,8,0.014382,1
sorting,mergesort,4096,9,0.012787,1
sorting,mergesort,4096,10,0.013313,1
sorting,mergesort,4096,11,0.012743,1
sorting,mergesort,8192,0,0.031779,1
sorting,mergesort,8192,1,0.031700,1
sorting,mergesort,8192,2,0.032707,1
sorting,mergesort,8192,3,0.031633,1
sorting,mergesort,8192,4,0.031100,1
sorting,mergesort,8192,5,0.031056,1
sorting,mergesort,8192,6,0.031187,1
sorting,mergesort,8192,7,0.030620,1
sorting,mergesort,8192,8,0.030277,1
sorting,mergesort,8192,9,0.029102,1
sorting,mergesort,8192,10,0.028961,1
sorting,mergesort,8192,11,0.029004,1
sorting,mergesort,16384,0,0.066343,1
sorting,mergesort,16384,1,0.067135,1
sorting,mergesort,16384,2,0.067159,1
sorting,mergesort,16384,3,0.065592,1
sorting,mergesort,16384,4,0.065539,1
sorting,mergesort,16384,5,0.066481,1
sorting,mergesort,16384,6,0.064312,1
sorting,mergesort,16384,7,0.065169,1
sorting,mergesort,16384,8,0.064860,1
sorting,mergesort,16384,9,0.062306,1
sorting,mergesort,16384,10,0.063106,1
sorting,mergesort,16384,11,0.062291,1
sorting,mergesort,32768,0,0.146597,1
sorting,mergesort,32768,1,0.143576,1
sorting,mergesort,32768,2,0.142073,1
sorting,mergesort,32768,3,0.141076,1
sorting,mergesort,32768,4,0.139133,1
sorting,mergesort,32768,5,0.140749,1
sorting,mergesort,32768,6,0.135761,1
sorting,mergesort,32768,7,0.137121,1
sorting,mergesort,32768,8,0.135833,1
sorting,mergesort,32768,9,0.132556,1
sorting,mergesort,32768,10,0.134030,1
sorting,mergesort,32768,11,0.132556,1
freivalds,freivalds,2,0,0.000010,1
freivalds,freivalds,2,1,0.000008,1
freivalds,freivalds,2,2,0.000009,1
freivalds,freivalds,2,3,0.000008,0
freivalds,freivalds,2,4,0.000008,1
freivalds,freivalds,2,5,0.000009,0
freivalds,freivalds,2,6,0.000008,1
freivalds,freivalds,2,7,0.000008,1
freivalds,freivalds,2,8,0.000008,1
freivalds,freivalds,2,9,0.000009,1
freivalds,freivalds,2,10,0.000008,1
freivalds,freivalds,2,11,0.000008,1
freivalds,freivalds,2,12,0.000008,1
freivalds,freivalds,2,13,0.000008,0
freivalds,freivalds,2,14,0.000008,0
freivalds,freivalds,2,15,0.000008,1
freivalds,freivalds,2,16,0.000008,1
freivalds,freivalds,2,17,0.000008,0
freivalds,freivalds,2,18,0.000009,0
freivalds,freivalds,2,19,0.000008,1
freivalds,freivalds,2,20,0.000009,1
freivalds,freivalds,2,21,0.000008,1
freivalds,freivalds,2,22,0.000008,1
freivalds,freivalds,2,23,0.000008,1
freivalds,freivalds,2,24,0.000008,1
freivalds,freivalds,2,25,0.000008,1
freivalds,freivalds,2,26,0.000008,1
freivalds,freivalds,2,27,0.000008,1
freivalds,freivalds,2,28,0.000008,0
freivalds,freivalds,2,29,0.000008,1
freivalds,freivalds,2,30,0.000008,1
freivalds,freivalds,2,31,0.000008,0
freivalds,freivalds,2,32,0.000008,1
freivalds,freivalds,2,33,0.000009,1
freivalds,freivalds,2,34,0.000008,1
freivalds,freivalds,2,35,0.000008,1
freivalds,freivalds,2,36,0.000009,1
freivalds,freivalds,2,37,0.000009,1
freivalds,freivalds,2,38,0.000009,1
freivalds,freivalds,2,39,0.000008,1
freivalds,freivalds,2,40,0.000008,0
freivalds,freivalds,2,41,0.000009,1
freivalds,freivalds,2,42,0.000008,1
freivalds,freivalds,2,43,0.000009,1
freivalds,freivalds,2,44,0.000008,1
freivalds,freivalds,2,45,0.000008,0
freivalds,freivalds,2,46,0.000008,1
freivalds,freivalds,2,47,0.000009,0
freivalds,freivalds,2,48,0.000008,1
freivalds,freivalds,2,49,0.000009,1
freivalds,freivalds,4,0,0.000017,1
freivalds,freivalds,4,1,0.000018,1
freivalds,freivalds,4,2,0.000017,1
freivalds,freivalds,4,3,0.000017,1
freivalds,freivalds,4,4,0.000017,1
freivalds,freivalds,4,5,0.000016,0
freivalds,freivalds,4,6,0.000016,1
freivalds,freivalds,4,7,0.000017,1
freivalds,freivalds,4,8,0.000017,1
freivalds,freivalds,4,9,0.000016,1
freivalds,freivalds,4,10,0.000017,0
freivalds,freivalds,4,11,0.000017,1
freivalds,freivalds,4,12,0.000017,0
freivalds,freivalds,4,13,0.000017,0
freivalds,freivalds,4,14,0.000017,1
freivalds,freivalds,4,15,0.000016,1
freivalds,freivalds,4,16,0.000017,1
freivalds,freivalds,4,17,0.000017,0
freivalds,freivalds,4,18,0.000017,1
freivalds,freivalds,4,19,0.000017,1
freivalds,freivalds,4,20,0.000017,0
freivalds,freivalds,4,21,0.000017,0
freivalds,freivalds,4,22,0.000016,0
freivalds,freivalds,4,23,0.000017,0
freivalds,freivalds,4,24,0.000017,1
freivalds,freivalds,4,25,0.000017,1
freivalds,freivalds,4,26,0.000016,0
freivalds,freivalds,4,27,0.000017,1
freivalds,freivalds,4,28,0.000017,1
freivalds,freivalds,4,29,0.000017,1
freivalds,freivalds,4,30,0.000017,1
freivalds,freivalds,4,31,0.000017,1
freivalds,freivalds,4,32,0.000017,0
freivalds,freivalds,4,33,0.000017,0
freivalds,freivalds,4,34,0.000016,1
freivalds,freivalds,4,35,0.000017,1
freivalds,freivalds,4,36,0.000016,0
freivalds,freivalds,4,37,0.000017,0
freivalds,freivalds,4,38,0.000017,1
freivalds,freivalds,4,39,0.000017,1
freivalds,freivalds,4,40,0.000017,1
freivalds,freivalds,4,41,0.000017,1
freivalds,freivalds,4,42,0.000017,1
freivalds,freivalds,4,43,0.000017,0
freivalds,freivalds,4,44,0.000017,1
freivalds,freivalds,4,45,0.000017,1
freivalds,freivalds,4,46,0.000017,1
freivalds,freivalds,4,47,0.000017,1
freivalds,freivalds,4,48,0.000017,1
freivalds,freivalds,4,49,0.000017,1
freivalds,freivalds,8,0,0.000044,0
freivalds,freivalds,8,1,0.000043,1
freivalds,freivalds,8,2,0.000044,1
freivalds,freivalds,8,3,0.000043,1
freivalds,freivalds,8,4,0.000043,1
freivalds,freivalds,8,5,0.000043,1
freivalds,freivalds,8,6,0.000043,1
freivalds,freivalds,8,7,0.000042,1
freivalds,freivalds,8,8,0.000043,1
freivalds,freivalds,8,9,0.000043,1
freivalds,freivalds,8,10,0.000043,1
freivalds,freivalds,8,11,0.000043,1
freivalds,freivalds,8,12,0.000042,0
freivalds,freivalds,8,13,0.000042,0
freivalds,freivalds,8,14,0.000042,1
freivalds,freivalds,8,15,0.000080,1
freivalds,freivalds,8,16,0.000043,1
freivalds,freivalds,8,17,0.000042,0
freivalds,freivalds,8,18,0.000043,0
freivalds,freivalds,8,19,0.000043,1
freivalds,freivalds,8,20,0.000043,0
freivalds,freivalds,8,21,0.000044,1
freivalds,freivalds,8,22,0.000044,1
freivalds,freivalds,8,23,0.000043,1
freivalds,freivalds,8,24,0.000044,1
freivalds,freivalds,8,25,0.000044,0
freivalds,freivalds,8,26,0.000044,1
freivalds,freivalds,8,27,0.000044,0
freivalds,freivalds,8,28,0.000044,1
freivalds,freivalds,8,29,0.000043,0
freivalds,freivalds,8,30,0.000044,0
freivalds,freivalds,8,31,0.000043,0
freivalds,freivalds,8,32,0.000044,1
freivalds,freivalds,8,33,0.000044,1
freivalds,freivalds,8,34,0.000044,1
freivalds,freivalds,8,35,0.000044,1
freivalds,freivalds,8,36,0.000044,1
freivalds,freivalds,8,37,0.000044,1
freivalds,freivalds,8,38,0.000044,0
freivalds,freivalds,8,39,0.000043,1
freivalds,freivalds,8,40,0.000044,0
freivalds,freivalds,8,41,0.000044,1
freivalds,freivalds,8,42,0.000043,0
freivalds,freivalds,8,43,0.000043,1
freivalds,freivalds,8,44,0.000044,0
freivalds,freivalds,8,45,0.000044,1
freivalds,freivalds,8,46,0.000054,0
freivalds,freivalds,8,47,0.000052,1
freivalds,freivalds,8,48,0.000044,1
freivalds,freivalds,8,49,0.000050,0
freivalds,freivalds,16,0,0.000136,1
freivalds,freivalds,16,1,0.000133,1
freivalds,freivalds,16,2,0.000134,1
freivalds,freivalds,16,3,0.000134,1
freivalds,freivalds,16,4,0.000135,1
freivalds,freivalds,16,5,0.000134,1
freivalds,freivalds,16,6,0.000135,1
freivalds,freivalds,16,7,0.000134,1
freivalds,freivalds,16,8,0.000134,1
freivalds,freivalds,16,9,0.000133,1
freivalds,freivalds,16,10,0.000133,0
freivalds,freivalds,16,11,0.000133,1
freivalds,freivalds,16,12,0.000133,1
freivalds,freivalds,16,13,0.000170,1
freivalds,freivalds,16,14,0.000134,0
freivalds,freivalds,16,15,0.000134,0
freivalds,freivalds,16,16,0.000134,1
freivalds,freivalds,16,17,0.000134,1
freivalds,freivalds,16,18,0.000134,1
freivalds,freivalds,16,19,0.000133,1
freivalds,freivalds,16,20,0.000134,0
