type,name,size,i,time,verification
sorting,mergesort,2,36,0.000002,1
sorting,mergesort,2,37,0.000002,1
sorting,mergesort,2,38,0.000002,1
sorting,mergesort,2,39,0.000002,1
sorting,mergesort,4,0,0.000006,1
sorting,mergesort,4,1,0.000005,1
sorting,mergesort,4,2,0.000006,1
sorting,mergesort,4,3,0.000006,1
sorting,mergesort,4,4,0.000005,1
sorting,mergesort,4,5,0.000005,1
sorting,mergesort,4,6,0.000005,1
sorting,mergesort,4,7,0.000005,1
sorting,mergesort,4,8,0.000005,1
sorting,mergesort,4,9,0.000005,1
sorting,mergesort,4,10,0.000006,1
sorting,mergesort,4,11,0.000006,1
sorting,mergesort,4,12,0.000006,1
sorting,mergesort,4,13,0.000005,1
sorting,mergesort,4,14,0.000005,1
sorting,mergesort,4,15,0.000005,1
sorting,mergesort,4,16,0.000006,1
sorting,mergesort,4,17,0.000006,1
sorting,mergesort,4,18,0.000005,1
sorting,mergesort,4,19,0.000005,1
sorting,mergesort,4,20,0.000005,1
sorting,mergesort,4,21,0.000005,1
sorting,mergesort,4,22,0.000005,1
sorting,mergesort,4,23,0.000006,1
sorting,mergesort,4,24,0.000006,1
sorting,mergesort,4,25,0.000006,1
sorting,mergesort,4,26,0.000005,1
sorting,mergesort,4,27,0.000006,1
sorting,mergesort,4,28,0.000006,1
sorting,mergesort,4,29,0.000006,1
sorting,mergesort,4,30,0.000005,1
sorting,mergesort,4,31,0.000006,1
sorting,mergesort,4,32,0.000006,1
sorting,mergesort,4,33,0.000005,1
sorting,mergesort,4,34,0.000006,1
sorting,mergesort,4,35,0.000006,1
sorting,mergesort,4,36,0.000005,1
sorting,mergesort,4,37,0.000005,1
sorting,mergesort,4,38,0.000005,1
sorting,mergesort,4,39,0.000005,1
sorting,mergesort,8,0,0.000012,1
sorting,mergesort,8,1,0.000012,1
sorting,mergesort,8,2,0.000012,1
sorting,mergesort,8,3,0.000012,1
sorting,mergesort,8,4,0.000012,1
sorting,mergesort,8,5,0.000012,1
sorting,mergesort,8,6,0.000012,1
sorting,mergesort,8,7,0.000012,1
sorting,mergesort,8,8,0.000012,1
sorting,mergesort,8,9,0.000011,1
sorting,mergesort,8,10,0.000012,1
sorting,mergesort,8,11,0.000011,1
sorting,mergesort,8,12,0.000012,1
sorting,mergesort,8,13,0.000012,1
sorting,mergesort,8,14,0.000011,1
sorting,mergesort,8,15,0.000012,1
sorting,mergesort,8,16,0.000012,1
sorting,mergesort,8,17,0.000012,1
sorting,mergesort,8,18,0.000012,1
sorting,mergesort,8,19,0.000012,1
sorting,mergesort,8,20,0.000012,1
sorting,mergesort,8,21,0.000012,1
sorting,mergesort,8,22,0.000011,1
sorting,mergesort,8,23,0.000011,1
sorting,mergesort,8,24,0.000012,1
sorting,mergesort,8,25,0.000012,1
sorting,mergesort,8,26,0.000012,1
sorting,mergesort,8,27,0.000011,1
sorting,mergesort,8,28,0.000011,1
sorting,mergesort,8,29,0.000011,1
sorting,mergesort,8,30,0.000011,1
sorting,mergesort,8,31,0.000012,1
sorting,mergesort,8,32,0.000011,1
sorting,mergesort,8,33,0.000011,1
sorting,mergesort,8,34,0.000012,1
sorting,mergesort,8,35,0.000012,1
sorting,mergesort,8,36,0.000012,1
sorting,mergesort,8,37,0.000012,1
sorting,mergesort,8,38,0.000012,1
sorting,mergesort,8,39,0.000011,1
sorting,mergesort,16,0,0.000027,1
sorting,mergesort,16,1,0.000027,1
sorting,mergesort,16,2,0.000026,1
sorting,mergesort,16,3,0.000027,1
sorting,mergesort,16,4,0.000026,1
sorting,mergesort,16,5,0.000026,1
sorting,mergesort,16,6,0.000026,1
sorting,mergesort,16,7,0.000026,1
sorting,mergesort,16,8,0.000026,1
sorting,mergesort,16,9,0.000025,1
sorting,mergesort,16,10,0.000025,1
sorting,mergesort,16,11,0.000024,1
sorting,mergesort,16,12,0.000024,1
sorting,mergesort,16,13,0.000025,1
sorting,mergesort,16,14,0.000025,1
sorting,mergesort,16,15,0.000024,1
sorting,mergesort,16,16,0.000025,1
sorting,mergesort,16,17,0.000024,1
sorting,mergesort,16,18,0.000024,1
sorting,mergesort,16,19,0.000025,1
sorting,mergesort,16,20,0.000024,1
sorting,mergesort,16,21,0.000025,1
sorting,mergesort,16,22,0.000024,1
sorting,mergesort,16,23,0.000025,1
sorting,mergesort,16,24,0.000024,1
sorting,mergesort,16,25,0.000025,1
sorting,mergesort,16,26,0.000025,1
sorting,mergesort,16,27,0.000024,1
sorting,mergesort,16,28,0.000025,1
sorting,mergesort,16,29,0.000024,1
sorting,mergesort,16,30,0.000025,1
sorting,mergesort,16,31,0.000025,1
sorting,mergesort,16,32,0.000025,1
sorting,mergesort,16,33,0.000024,1
sorting,mergesort,16,34,0.000025,1
sorting,mergesort,16,35,0.000025,1
sorting,mergesort,16,36,0.000025,1
sorting,mergesort,16,37,0.000025,1
sorting,mergesort,16,38,0.000030,1
sorting,mergesort,16,39,0.000025,1
sorting,mergesort,32,0,0.000057,1
sorting,mergesort,32,1,0.000057,1
sorting,mergesort,32,2,0.000057,1
sorting,mergesort,32,3,0.000057,1
sorting,mergesort,32,4,0.000057,1
sorting,mergesort,32,5,0.000056,1
sorting,mergesort,32,6,0.000057,1
sorting,mergesort,32,7,0.000056,1
sorting,mergesort,32,8,0.000057,1
sorting,mergesort,32,9,0.000057,1
sorting,mergesort,32,10,0.000053,1
sorting,mergesort,32,11,0.000052,1
sorting,mergesort,32,12,0.000053,1
sorting,mergesort,32,13,0.000053,1
sorting,mergesort,32,14,0.000052,1
sorting,mergesort,32,15,0.000053,1
sorting,mergesort,32,16,0.000053,1
sorting,mergesort,32,17,0.000053,1
sorting,mergesort,32,18,0.000053,1
sorting,mergesort,32,19,0.000053,1
sorting,mergesort,32,20,0.000053,1
sorting,mergesort,32,21,0.000052,1
sorting,mergesort,32,22,0.000053,1
sorting,mergesort,32,23,0.000053,1
sorting,mergesort,32,24,0.000053,1
sorting,mergesort,32,25,0.000053,1
sorting,mergesort,32,26,0.000052,1
sorting,mergesort,32,27,0.000053,1
sorting,mergesort,32,28,0.000053,1
sorting,mergesort,32,29,0.000052,1
sorting,mergesort,32,30,0.000053,1
sorting,mergesort,32,31,0.000052,1
sorting,mergesort,32,32,0.000052,1
sorting,mergesort,32,33,0.000052,1
sorting,mergesort,32,34,0.000053,1
sorting,mergesort,32,35,0.000053,1
sorting,mergesort,32,36,0.000053,1
sorting,mergesort,32,37,0.000053,1
sorting,mergesort,32,38,0.000052,1
sorting,mergesort,32,39,0.000052,1
sorting,mergesort,64,0,0.000127,1
sorting,mergesort,64,1,0.000126,1
sorting,mergesort,64,2,0.000126,1
sorting,mergesort,64,3,0.000125,1
sorting,mergesort,64,4,0.000125,1
sorting,mergesort,64,5,0.000126,1
sorting,mergesort,64,6,0.000127,1
sorting,mergesort,64,7,0.000126,1
sorting,mergesort,64,8,0.000125,1
sorting,mergesort,64,9,0.000127,1
sorting,mergesort,64,10,0.000124,1
sorting,mergesort,64,11,0.000123,1
sorting,mergesort,64,12,0.000122,1
sorting,mergesort,64,13,0.000122,1
sorting,mergesort,64,14,0.000123,1
sorting,mergesort,64,15,0.000123,1
sorting,mergesort,64,16,0.000123,1
sorting,mergesort,64,17,0.000124,1
sorting,mergesort,64,18,0.000122,1
sorting,mergesort,64,19,0.000121,1
sorting,mergesort,64,20,0.000113,1
sorting,mergesort,64,21,0.000113,1
sorting,mergesort,64,22,0.000114,1
sorting,mergesort,64,23,0.000113,1
sorting,mergesort,64,24,0.000114,1
sorting,mergesort,64,25,0.000114,1
sorting,mergesort,64,26,0.000113,1
sorting,mergesort,64,27,0.000114,1
sorting,mergesort,64,28,0.000114,1
sorting,mergesort,64,29,0.000114,1
sorting,mergesort,64,30,0.000115,1
sorting,mergesort,64,31,0.000114,1
sorting,mergesort,64,32,0.000115,1
sorting,mergesort,64,33,0.000114,1
sorting,mergesort,64,34,0.000114,1
sorting,mergesort,64,35,0.000113,1
sorting,mergesort,64,36,0.000114,1
sorting,mergesort,64,37,0.000119,1
sorting,mergesort,64,38,0.000114,1
sorting,mergesort,64,39,0.000114,1
sorting,mergesort,128,0,0.000280,1
sorting,mergesort,128,1,0.000276,1
sorting,mergesort,128,2,0.000268,1
sorting,mergesort,128,3,0.000262,1
sorting,mergesort,128,4,0.000263,1
sorting,mergesort,128,5,0.000272,1
sorting,mergesort,128,6,0.000297,1
sorting,mergesort,128,7,0.000275,1
sorting,mergesort,128,8,0.000326,1
sorting,mergesort,128,9,0.000269,1
sorting,mergesort,128,10,0.000262,1
sorting,mergesort,128,11,0.000263,1
sorting,mergesort,128,12,0.000262,1
sorting,mergesort,128,13,0.000263,1
sorting,mergesort,128,14,0.000261,1
sorting,mergesort,128,15,0.000264,1
sorting,mergesort,128,16,0.000261,1
sorting,mergesort,128,17,0.000271,1
sorting,mergesort,128,18,0.000263,1
sorting,mergesort,128,19,0.000268,1
sorting,mergesort,128,20,0.000261,1
sorting,mergesort,128,21,0.000452,1
sorting,mergesort,128,22,0.000263,1
sorting,mergesort,128,23,0.000286,1
sorting,mergesort,128,24,0.000242,1
sorting,mergesort,128,25,0.000244,1
sorting,mergesort,128,26,0.000302,1
sorting,mergesort,128,27,0.000242,1
sorting,mergesort,128,28,0.000259,1
sorting,mergesort,128,29,0.000248,1
sorting,mergesort,128,30,0.000245,1
sorting,mergesort,128,31,0.000244,1
sorting,mergesort,128,32,0.000244,1
sorting,mergesort,128,33,0.000245,1
sorting,mergesort,128,34,0.000245,1
sorting,mergesort,128,35,0.000244,1
sorting,mergesort,128,36,0.000244,1
sorting,mergesort,128,37,0.000244,1
sorting,mergesort,128,38,0.000244,1
sorting,mergesort,128,39,0.000244,1
sorting,mergesort,256,0,0.000609,1
sorting,mergesort,256,1,0.000596,1
sorting,mergesort,256,2,0.000597,1
sorting,mergesort,256,3,0.000599,1
sorting,mergesort,256,4,0.000596,1
sorting,mergesort,256,5,0.000611,1
sorting,mergesort,256,6,0.000601,1
sorting,mergesort,256,7,0.000619,1
sorting,mergesort,256,8,0.000595,1
sorting,mergesort,256,9,0.000595,1
sorting,mergesort,256,10,0.000597,1
sorting,mergesort,256,11,0.000581,1
sorting,mergesort,256,12,0.000582,1
sorting,mergesort,256,13,0.000581,1
sorting,mergesort,256,14,0.000582,1
sorting,mergesort,256,15,0.000580,1
sorting,mergesort,256,16,0.000585,1
sorting,mergesort,256,17,0.000566,1
sorting,mergesort,256,18,0.000568,1
sorting,mergesort,256,19,0.000565,1
sorting,mergesort,256,20,0.000503,1
sorting,mergesort,256,21,0.000501,1
sorting,mergesort,256,22,0.000500,1
sorting,mergesort,256,23,0.000500,1
sorting,mergesort,256,24,0.000500,1
sorting,mergesort,256,25,0.000500,1
sorting,mergesort,256,26,0.000500,1
sorting,mergesort,256,27,0.000500,1
sorting,mergesort,256,28,0.000506,1
sorting,mergesort,256,29,0.000500,1
sorting,mergesort,256,30,0.000501,1
sorting,mergesort,256,31,0.000557,1
sorting,mergesort,256,32,0.000500,1
sorting,mergesort,256,33,0.000501,1
sorting,mergesort,256,34,0.000509,1
sorting,mergesort,256,35,0.000499,1
sorting,mergesort,256,36,0.000500,1
sorting,mergesort,256,37,0.000509,1
sorting,mergesort,256,38,0.000667,1
sorting,mergesort,256,39,0.000593,1
sorting,mergesort,512,0,0.001353,1
sorting,mergesort,512,1,0.001323,1
sorting,mergesort,512,2,0.001324,1
sorting,mergesort,512,3,0.001268,1
sorting,mergesort,512,4,0.001272,1
sorting,mergesort,512,5,0.001236,1
sorting,mergesort,512,6,0.001315,1
sorting,mergesort,512,7,0.001280,1
sorting,mergesort,512,8,0.001272,1
sorting,mergesort,512,9,0.001285,1
sorting,mergesort,512,10,0.001248,1
sorting,mergesort,512,11,0.001219,1
sorting,mergesort,512,12,0.001236,1
sorting,mergesort,512,13,0.001207,1
sorting,mergesort,512,14,0.001248,1
sorting,mergesort,512,15,0.001242,1
sorting,mergesort,512,16,0.001229,1
sorting,mergesort,512,17,0.001285,1
sorting,mergesort,512,18,0.001215,1
sorting,mergesort,512,19,0.001511,1
sorting,mergesort,512,20,0.001238,1
sorting,mergesort,512,21,0.001186,1
sorting,mergesort,512,22,0.001176,1
sorting,mergesort,512,23,0.001175,1
sorting,mergesort,512,24,0.001164,1
sorting,mergesort,512,25,0.001182,1
sorting,mergesort,512,26,0.001166,1
sorting,mergesort,512,27,0.001188,1
sorting,mergesort,512,28,0.001174,1
sorting,mergesort,512,29,0.001182,1
sorting,mergesort,512,30,0.001094,1
sorting,mergesort,512,31,0.001079,1
sorting,mergesort,512,32,0.001080,1
sorting,mergesort,512,33,0.001090,1
sorting,mergesort,512,34,0.001087,1
sorting,mergesort,512,35,0.001080,1
sorting,mergesort,512,36,0.001095,1
sorting,mergesort,512,37,0.001092,1
sorting,mergesort,512,38,0.001083,1
sorting,mergesort,512,39,0.001090,1
sorting,mergesort,1024,0,0.003188,1
sorting,mergesort,1024,1,0.002841,1
sorting,mergesort,1024,2,0.002762,1
sorting,mergesort,1024,3,0.002688,1
sorting,mergesort,1024,4,0.002719,1
sorting,mergesort,1024,5,0.002751,1
sorting,mergesort,1024,6,0.002750,1
sorting,mergesort,1024,7,0.002705,1
sorting,mergesort,1024,8,0.002684,1
sorting,mergesort,1024,9,0.002735,1
sorting,mergesort,1024,10,0.003029,1
sorting,mergesort,1024,11,0.002702,1
sorting,mergesort,1024,12,0.002667,1
sorting,mergesort,1024,13,0.002697,1
sorting,mergesort,1024,14,0.002672,1
sorting,mergesort,1024,15,0.002669,1
sorting,mergesort,1024,16,0.002651,1
sorting,mergesort,1024,17,0.002664,1
sorting,mergesort,1024,18,0.002641,1
sorting,mergesort,1024,19,0.003102,1
sorting,mergesort,1024,20,0.002890,1
sorting,mergesort,1024,21,0.002616,1
sorting,mergesort,1024,22,0.002583,1
sorting,mergesort,1024,23,0.002616,1
sorting,mergesort,1024,24,0.002618,1
sorting,mergesort,1024,25,0.002625,1
sorting,mergesort,1024,26,0.002606,1
sorting,mergesort,1024,27,0.002550,1
sorting,mergesort,1024,28,0.002610,1
sorting,mergesort,1024,29,0.002633,1
sorting,mergesort,1024,30,0.002701,1
sorting,mergesort,1024,31,0.002304,1
sorting,mergesort,1024,32,0.002315,1
sorting,mergesort,1024,33,0.002335,1
sorting,mergesort,1024,34,0.002275,1
sorting,mergesort,1024,35,0.002300,1
sorting,mergesort,1024,36,0.002288,1
sorting,mergesort,1024,37,0.002254,1
sorting,mergesort,1024,38,0.002251,1
sorting,mergesort,1024,39,0.002261,1
sorting,mergesort,2048,0,0.006225,1
sorting,mergesort,2048,1,0.005846,1
sorting,mergesort,2048,2,0.005842,1
sorting,mergesort,2048,3,0.005798,1
sorting,mergesort,2048,4,0.005880,1
sorting,mergesort,2048,5,0.006019,1
sorting,mergesort,2048,6,0.005840,1
sorting,mergesort,2048,7,0.005853,1
sorting,mergesort,2048,8,0.005779,1
sorting,mergesort,2048,9,0.006613,1
sorting,mergesort,2048,10,0.005791,1
sorting,mergesort,2048,11,0.005753,1
sorting,mergesort,2048,12,0.005781,1
sorting,mergesort,2048,13,0.005699,1
sorting,mergesort,2048,14,0.005880,1
sorting,mergesort,2048,15,0.005784,1
sorting,mergesort,2048,16,0.005799,1
sorting,mergesort,2048,17,0.005676,1
sorting,mergesort,2048,18,0.006491,1
sorting,mergesort,2048,19,0.005748,1
sorting,mergesort,2048,20,0.005580,1
sorting,mergesort,2048,21,0.005658,1
sorting,mergesort,2048,22,0.005523,1
sorting,mergesort,2048,23,0.005961,1
sorting,mergesort,2048,24,0.005611,1
sorting,mergesort,2048,25,0.005609,1
sorting,mergesort,2048,26,0.005695,1
sorting,mergesort,2048,27,0.005952,1
sorting,mergesort,2048,28,0.006320,1
sorting,mergesort,2048,29,0.005596,1
sorting,mergesort,2048,30,0.004894,1
sorting,mergesort,2048,31,0.005662,1
sorting,mergesort,2048,32,0.005248,1
sorting,mergesort,2048,33,0.004916,1
sorting,mergesort,2048,34,0.004843,1
sorting,mergesort,2048,35,0.004803,1
sorting,mergesort,2048,36,0.004974,1
sorting,mergesort,2048,37,0.004849,1
sorting,mergesort,2048,38,0.005213,1
sorting,mergesort,2048,39,0.004820,1
sorting,mergesort,4096,0,0.012683,1
sorting,mergesort,4096,1,0.012954,1
sorting,mergesort,4096,2,0.012597,1
sorting,mergesort,4096,3,0.013184,1
sorting,mergesort,4096,4,0.012591,1
sorting,mergesort,4096,5,0.013275,1
sorting,mergesort,4096,6,0.012587,1
sorting,mergesort,4096,7,0.013186,1
sorting,mergesort,4096,8,0.012651,1
sorting,mergesort,4096,9,0.013350,1
sorting,mergesort,4096,10,0.012335,1
sorting,mergesort,4096,11,0.012686,1
sorting,mergesort,4096,12,0.012238,1
sorting,mergesort,4096,13,0.012823,1
sorting,mergesort,4096,14,0.012223,1
sorting,mergesort,4096,15,0.012317,1
sorting,mergesort,4096,16,0.012353,1
sorting,mergesort,4096,17,0.012150,1
sorting,mergesort,4096,18,0.012856,1
sorting,mergesort,4096,19,0.012352,1
sorting,mergesort,4096,20,0.012509,1
sorting,mergesort,4096,21,0.012033,1
sorting,mergesort,4096,22,0.012470,1
sorting,mergesort,4096,23,0.011986,1
sorting,mergesort,4096,24,0.012596,1
sorting,mergesort,4096,25,0.011929,1
sorting,mergesort,4096,26,0.012166,1
sorting,mergesort,4096,27,0.012051,1
sorting,mergesort,4096,28,0.011977,1
sorting,mergesort,4096,29,0.012666,1
sorting,mergesort,4096,30,0.011028,1
sorting,mergesort,4096,31,0.011804,1
sorting,mergesort,4096,32,0.011124,1
sorting,mergesort,4096,33,0.011167,1
sorting,mergesort,4096,34,0.011169,1
sorting,mergesort,4096,35,0.011099,1
sorting,mergesort,4096,36,0.011908,1
sorting,mergesort,4096,37,0.011081,1
sorting,mergesort,4096,38,0.011882,1
sorting,mergesort,4096,39,0.011089,1
sorting,mergesort,8192,0,0.027669,1
sorting,mergesort,8192,1,0.027483,1
sorting,mergesort,8192,2,0.027615,1
sorting,mergesort,8192,3,0.027607,1
sorting,mergesort,8192,4,0.027558,1
sorting,mergesort,8192,5,0.027648,1
sorting,mergesort,8192,6,0.027634,1
sorting,mergesort,8192,7,0.027518,1
sorting,mergesort,8192,8,0.027542,1
sorting,mergesort,8192,9,0.027563,1
sorting,mergesort,8192,10,0.026601,1
sorting,mergesort,8192,11,0.026772,1
sorting,mergesort,8192,12,0.028391,1
sorting,mergesort,8192,13,0.026467,1
sorting,mergesort,8192,14,0.026325,1
sorting,mergesort,8192,15,0.026294,1
sorting,mergesort,8192,16,0.026243,1
sorting,mergesort,8192,17,0.026393,1
sorting,mergesort,8192,18,0.026298,1
sorting,mergesort,8192,19,0.026315,1
sorting,mergesort,8192,20,0.025750,1
sorting,mergesort,8192,21,0.026079,1
sorting,mergesort,8192,22,0.026364,1
sorting,mergesort,8192,23,0.026333,1
sorting,mergesort,8192,24,0.026357,1
sorting,mergesort,8192,25,0.026365,1
sorting,mergesort,8192,26,0.026291,1
sorting,mergesort,8192,27,0.026375,1
sorting,mergesort,8192,28,0.027153,1
sorting,mergesort,8192,29,0.026462,1
sorting,mergesort,8192,30,0.025047,1
sorting,mergesort,8192,31,0.025105,1
sorting,mergesort,8192,32,0.025160,1
sorting,mergesort,8192,33,0.024611,1
sorting,mergesort,8192,34,0.024393,1
sorting,mergesort,8192,35,0.024525,1
sorting,mergesort,8192,36,0.025165,1
sorting,mergesort,8192,37,0.025154,1
sorting,mergesort,8192,38,0.025119,1
sorting,mergesort,8192,39,0.025028,1
sorting,mergesort,16384,0,0.057737,1
sorting,mergesort,16384,1,0.057993,1
sorting,mergesort,16384,2,0.057808,1
sorting,mergesort,16384,3,0.057901,1
sorting,mergesort,16384,4,0.057832,1
sorting,mergesort,16384,5,0.058077,1
sorting,mergesort,16384,6,0.058068,1
sorting,mergesort,16384,7,0.058007,1
sorting,mergesort,16384,8,0.057818,1
sorting,mergesort,16384,9,0.058189,1
sorting,mergesort,16384,10,0.056567,1
sorting,mergesort,16384,11,0.056577,1
sorting,mergesort,16384,12,0.056717,1
sorting,mergesort,16384,13,0.059342,1
sorting,mergesort,16384,14,0.057348,1
sorting,mergesort,16384,15,0.057208,1
sorting,mergesort,16384,16,0.056337,1
sorting,mergesort,16384,17,0.056964,1
sorting,mergesort,16384,18,0.057042,1
sorting,mergesort,16384,19,0.057318,1
sorting,mergesort,16384,20,0.055115,1
sorting,mergesort,16384,21,0.055253,1
sorting,mergesort,16384,22,0.055554,1
sorting,mergesort,16384,23,0.055468,1
sorting,mergesort,16384,24,0.055598,1
sorting,mergesort,16384,25,0.055798,1
sorting,mergesort,16384,26,0.055352,1
sorting,mergesort,16384,27,0.055731,1
sorting,mergesort,16384,28,0.054995,1
sorting,mergesort,16384,29,0.055399,1
sorting,mergesort,16384,30,0.053851,1
sorting,mergesort,16384,31,0.053722,1
sorting,mergesort,16384,32,0.053890,1
sorting,mergesort,16384,33,0.053874,1
sorting,mergesort,16384,34,0.053701,1
sorting,mergesort,16384,35,0.053902,1
sorting,mergesort,16384,36,0.053825,1
sorting,mergesort,16384,37,0.054412,1
sorting,mergesort,16384,38,0.054390,1
sorting,mergesort,16384,39,0.053908,1
sorting,mergesort,32768,0,0.122007,1
sorting,mergesort,32768,1,0.123238,1
sorting,mergesort,32768,2,0.122195,1
sorting,mergesort,32768,3,0.122174,1
sorting,mergesort,32768,4,0.122073,1
sorting,mergesort,32768,5,0.123401,1
sorting,mergesort,32768,6,0.130126,1
sorting,mergesort,32768,7,0.123322,1
sorting,mergesort,32768,8,0.123160,1
sorting,mergesort,32768,9,0.121881,1
sorting,mergesort,32768,10,0.119480,1
sorting,mergesort,32768,11,0.119555,1
sorting,mergesort,32768,12,0.119508,1
sorting,mergesort,32768,13,0.119455,1
sorting,mergesort,32768,14,0.119983,1
sorting,mergesort,32768,15,0.119278,1
sorting,mergesort,32768,16,0.119512,1
sorting,mergesort,32768,17,0.119755,1
sorting,mergesort,32768,18,0.119760,1
sorting,mergesort,32768,19,0.119323,1
sorting,mergesort,32768,20,0.116172,1
sorting,mergesort,32768,21,0.116268,1
sorting,mergesort,32768,22,0.116641,1
sorting,mergesort,32768,23,0.115955,1
sorting,mergesort,32768,24,0.116311,1
sorting,mergesort,32768,25,0.116365,1
sorting,mergesort,32768,26,0.116205,1
sorting,mergesort,32768,27,0.116352,1
sorting,mergesort,32768,28,0.116345,1
sorting,mergesort,32768,29,0.116686,1
sorting,mergesort,32768,30,0.113938,1
sorting,mergesort,32768,31,0.113973,1
sorting,mergesort,32768,32,0.113948,1
sorting,mergesort,32768,33,0.114116,1
sorting,mergesort,32768,34,0.114129,1
sorting,mergesort,32768,35,0.113862,1
sorting,mergesort,32768,36,0.114291,1
sorting,mergesort,32768,37,0.113976,1
sorting,mergesort,32768,38,0.114553,1
sorting,mergesort,32768,39,0.113899,1
sorting,heapsort,1,0,0.000012,1
sorting,heapsort,1,1,0.000003,1
sorting,heapsort,1,2,0.000003,1
sorting,heapsort,1,3,0.000003,1
sorting,heapsort,1,4,0.000003,1
sorting,heapsort,1,5,0.000004,1
sorting,heapsort,1,6,0.000003,1
sorting,heapsort,1,7,0.000003,1
sorting,heapsort,1,8,0.000003,1
sorting,heapsort,1,9,0.000003,1
sorting,heapsort,1,10,0.000003,1
sorting,heapsort,1,11,0.000003,1
sorting,heapsort,1,12,0.000003,1
sorting,heapsort,1,13,0.000003,1
sorting,heapsort,1,14,0.000003,1
sorting,heapsort,1,15,0.000003,1
sorting,heapsort,1,16,0.000003,1
sorting,heapsort,1,17,0.000003,1
sorting,heapsort,1,18,0.000003,1
sorting,heapsort,1,19,0.000003,1
sorting,heapsort,1,20,0.000003,1
sorting,heapsort,1,21,0.000003,1
sorting,heapsort,1,22,0.000003,1
sorting,heapsort,1,23,0.000003,1
sorting,heapsort,1,24,0.000003,1
sorting,heapsort,1,25,0.000003,1
sorting,heapsort,1,26,0.000004,1
sorting,heapsort,1,27,0.000003,1
sorting,heapsort,1,28,0.000003,1
sorting,heapsort,1,29,0.000003,1
sorting,heapsort,1,30,0.000003,1
sorting,heapsort,1,31,0.000004,1
sorting,heapsort,1,32,0.000003,1
sorting,heapsort,1,33,0.000003,1
sorting,heapsort,1,34,0.000003,1
sorting,heapsort,1,35,0.000003,1
sorting,heapsort,1,36,0.000003,1
sorting,heapsort,1,37,0.000003,1
sorting,heapsort,1,38,0.000003,1
sorting,heapsort,1,39,0.000003,1
sorting,heapsort,2,0,0.000005,1
sorting,heapsort,2,1,0.000005,1
sorting,heapsort,2,2,0.000005,1
sorting,heapsort,2,3,0.000005,1
sorting,heapsort,2,4,0.000005,1
sorting,heapsort,2,5,0.000004,1
sorting,heapsort,2,6,0.000005,1
sorting,heapsort,2,7,0.000005,1
sorting,heapsort,2,8,0.000005,1
sorting,heapsort,2,9,0.000004,1
sorting,heapsort,2,10,0.000005,1
sorting,heapsort,2,11,0.000004,1
sorting,heapsort,2,12,0.000004,1
sorting,heapsort,2,13,0.000005,1
sorting,heapsort,2,14,0.000005,1
sorting,heapsort,2,15,0.000005,1
sorting,heapsort,2,16,0.000005,1
sorting,heapsort,2,17,0.000005,1
sorting,heapsort,2,18,0.000005,1
sorting,heapsort,2,19,0.000005,1
sorting,heapsort,2,20,0.000005,1
sorting,heapsort,2,21,0.000004,1
sorting,heapsort,2,22,0.000005,1
sorting,heapsort,2,23,0.000005,1
sorting,heapsort,2,24,0.000005,1
sorting,heapsort,2,25,0.000005,1
sorting,heapsort,2,26,0.000005,1
sorting,heapsort,2,27,0.000005,1
sorting,heapsort,2,28,0.000005,1
sorting,heapsort,2,29,0.000005,1
sorting,heapsort,2,30,0.000005,1
sorting,heapsort,2,31,0.000005,1
sorting,heapsort,2,32,0.000005,1
sorting,heapsort,2,33,0.000005,1
sorting,heapsort,2,34,0.000005,1
sorting,heapsort,2,35,0.000005,1
sorting,heapsort,2,36,0.000004,1
sorting,heapsort,2,37,0.000005,1
sorting,heapsort,2,38,0.000005,1
sorting,heapsort,2,39,0.000005,1
sorting,heapsort,4,0,0.000013,1
sorting,heapsort,4,1,0.000010,1
sorting,heapsort,4,2,0.000009,1
sorting,heapsort,4,3,0.000009,1
sorting,heapsort,4,4,0.000009,1
sorting,heapsort,4,5,0.000011,1
sorting,heapsort,4,6,0.000010,1
sorting,heapsort,4,7,0.000009,1
sorting,heapsort,4,8,0.000010,1
sorting,heapsort,4,9,0.000010,1
sorting,heapsort,4,10,0.000008,1
sorting,heapsort,4,11,0.000008,1
sorting,heapsort,4,12,0.000008,1
sorting,heapsort,4,13,0.000008,1
sorting,heapsort,4,14,0.000008,1
sorting,heapsort,4,15,0.000008,1
sorting,heapsort,4,16,0.000008,1
sorting,heapsort,4,17,0.000008,1
sorting,heapsort,4,18,0.000008,1
sorting,heapsort,4,19,0.000008,1
sorting,heapsort,4,20,0.000008,1
sorting,heapsort,4,21,0.000008,1
sorting,heapsort,4,22,0.000008,1
sorting,heapsort,4,23,0.000008,1
sorting,heapsort,4,24,0.000008,1
sorting,heapsort,4,25,0.000008,1
sorting,heapsort,4,26,0.000008,1
sorting,heapsort,4,27,0.000008,1
sorting,heapsort,4,28,0.000008,1
sorting,heapsort,4,29,0.000008,1
sorting,heapsort,4,30,0.000008,1
sorting,heapsort,4,31,0.000008,1
sorting,heapsort,4,32,0.000008,1
sorting,heapsort,4,33,0.000008,1
sorting,heapsort,4,34,0.000008,1
sorting,heapsort,4,35,0.000008,1
sorting,heapsort,4,36,0.000008,1
sorting,heapsort,4,37,0.000008,1
sorting,heapsort,4,38,0.000008,1
sorting,heapsort,4,39,0.000008,1
sorting,heapsort,8,0,0.000024,1
sorting,heapsort,8,1,0.000022,1
sorting,heapsort,8,2,0.000022,1
